13.924813,14.339850,15.006517,15.509775,15.673183,16.339850,16.339850,16.339850,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.843108,16.843108,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.509775,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,17.761404,
15.006517,15.421554,15.421554,15.673183,15.673183,15.673183,15.924813,15.924813,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.339850,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,
13.924813,13.924813,14.591479,14.591479,15.924813,15.924813,15.924813,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,
13.924813,15.258146,15.258146,15.258146,15.258146,15.258146,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,18.176442,
13.924813,14.754888,14.754888,15.006517,15.006517,15.006517,15.006517,15.006517,15.006517,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.428071,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,
13.924813,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.924813,15.924813,15.924813,15.924813,15.924813,15.924813,15.924813,15.924813,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,
13.924813,14.088221,14.088221,14.088221,14.591479,15.673183,15.673183,15.924813,15.924813,15.924813,15.924813,16.339850,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.591479,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,16.843108,
14.591479,15.258146,15.258146,15.258146,16.843108,16.843108,16.843108,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,
13.924813,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.258146,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,15.509775,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,17.094738,
13.924813,14.339850,14.591479,15.509775,15.509775,15.509775,15.509775,15.509775,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,15.673183,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,16.176442,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.258146,17.509775,
